pmid,label,access,data_location,accession_or_link,repository_family,evidence_quote,rationale
38437533,false_negative,open,Dryad Digital Repository,https://doi.org/10.5061/dryad.rxwdbrvgs,Dryad,"Sequencing data, bioinformatics pipeline, and software script data have been deposited in Dryad Digital Repository (https://doi.org/10.5061/dryad.rxwdbrvgs)","The authors deposited their newly generated deep-sequencing data in Dryad with a resolvable DOI and no stated access restriction, meeting all three open-data criteria, so the detector's negative call is a miss."
38397648,false_negative,open,Mendeley Data,https://doi.org/10.17632/tk9b9xccvm.1,Mendeley,"Data Availability Statement: Bueno-Sánchez, Lidia (2024), ""Dataset_FertiQol_Gender_Couples"", Mendeley Data, V1, https://doi.org/10.17632/tk9b9xccvm.1.","The authors deposited their newly collected questionnaire dataset (FertiQoL/CFNI/CMNI survey data from 219 couples) in Mendeley Data with a resolvable DOI, meeting all three open-data criteria, so the detector's negative call is a false negative."
39048683,false_negative,open,UBIRA e-Data repository (University of Birmingham),https://doi.org/10.25500/edata.bham.00001060,Institutional/domain,Methane flux data from all sites included in our analysis are included both in the data files associated with each figure as well as on the UBIRA e-Data repository at https://doi.org/10.25500/edata.bham.00001060. Source data are provided with this paper.,"The authors deposited their newly generated tree/soil methane flux measurements in the UBIRA e-Data institutional repository with a resolvable DOI, satisfying deposit + accession + open access, so the detector's negative call is a miss."
39693632,false_negative,open,NCBI Gene Expression Omnibus (GEO); ProteomeXchange,GSE234245; GSE234243; PXD043300,NCBI,Raw RNA-seq data (FASTQ format) and processed data (CSV format) were deposited to the National Center for Biotechnology Information Gene Expression Omnibus database (GSE234245) and are openly available. ... Human and mouse proteomics data were deposited to the ProteomeXchange Consortium database (PXD043300) and are openly available.,"The article deposited newly generated mouse RNA-seq/small RNA-seq data in GEO (GSE234245, GSE234243) and human+mouse proteomics data in ProteomeXchange (PXD043300), explicitly stated as openly available with accession numbers, satisfying all three open-data criteria even though the human raw sequencing data are separately restricted via EGA."
38402264,false_negative,open,Mendeley Data,https://doi.org/10.17632/gpm9rvtnpr,Mendeley,"In a summary NetCDF data fle stored in Mendeley repository34, we record the global mean values, as well as other summaries of the kernels... Huang, H. & Huang, Y. Data for “Spectrally decomposed radiative kernels based on the ERA5 reanalysis”. Mendeley. https://doi.org/10.17632/gpm9rvtnpr (2023).","This Data Descriptor reports newly generated ERA5 band-by-band radiative kernel datasets that are deposited with an explicit DOI in the Mendeley Data repository, an open and openly-accessible deposit that the detector missed."
39793052,non_open_data,supplement_only,,,,All study data are included in the article and/or supporting information.,"The data availability statement points only to the article's own supplementary files (Appendix and Datasets S01-S03), with no deposit in an external data repository or accession number provided."
40109538,non_open_data,upon_request_or_restricted,,,,Data underlying the results presented in this paper are not publicly available at this time but may be obtained from the authors upon reasonable request. They are planned to be made publicly available in due course.,"The explicit Data Availability statement states the underlying data are not publicly available and only obtainable upon reasonable request, which is restricted access, not open data; the supplemental document (figshare DOI) is only supporting figures/analyses, not a deposit of the underlying dataset."
39767396,non_open_data,upon_request_or_restricted,,,,"If necessary, AP, the principal investigator of the research project, may be contacted to obtain the dataset.","The Data Availability Statement indicates the dataset is only obtainable by contacting the principal investigator, with no repository deposit or accession/DOI provided, so this is a legitimate detector negative rather than a missed open-data case."
40064916,false_negative,open,UK Polar Data Centre (institutional/domain repository),https://doi.org/10.5285/2d0e4791-8e20-46a3-80e4-f5f6716025d2,Institutional/domain,"The surface, thickness, bed, mask and uncertainty grids, and a gridded count of survey data points, are available from https://doi.org/10.5285/2d0e4791-8e20-46a3-80e4-f5f6716025d2 in 16-bit signed integer tif and netcdf formats...","The Data Records section gives an explicit DOI to newly generated gridded datasets (Bedmap3 bed, surface, thickness, mask, uncertainty grids) hosted openly with no access restriction stated, meeting all three open-data criteria that the detector missed."
38658675,false_negative,open,OpenNeuro,https://doi.org/10.18112/openneuro.ds004902.v1.0.4,Institutional/domain,"Te dataset16 (https://doi.org/10.18112/openneuro.ds004902.v1.0.4) is named ""A Resting-state EEG Dataset for Sleep Deprivation"" and all fles are in BIDS format15.","This is a Scientific Data Descriptor whose sole purpose is releasing a newly generated resting-state EEG and behavioral dataset from 71 participants, deposited in the open OpenNeuro repository with a resolvable DOI accession, so the detector's negative call is a false negative."
40035762,false_negative,open,GenBank; FigShare,"GenBank accessions e.g. PP898178, PP898177; FigShare deposit (ref 21)",NCBI,All rotifer DUF3494 genes described in this study (Dataset S3) have been deposited in GenBank. ... Antarctic rotifer gene sequences have been deposited in FigShare (21).,"The author generated new Antarctic and English rotifer DUF3494 gene sequences and deposited them in GenBank (with specific accessions cited in the text, e.g. PP898178) and additionally in FigShare, both openly accessible with no stated access restriction, so this meets the open-data definition and the detector's negative call is a miss."
40422893,false_negative,open,"4TU.ResearchData (institutional repository, DOI prefix 10.4121)",https://doi.org/10.4121/f1fca011-141c-4994-989f-b98f44ceae5f and https://doi.org/10.4121/3b3107f5-b58c-4b2b-a4b1-973530d0f18e,Institutional/domain,Data Availability Statement: The data presented in this study are openly available at https://doi.org/10.4121/f1fca011-141c-4994-989f-b98f44ceae5f and https://doi.org/10.4121/3b3107f5-b58c-4b2b-a4b1-973530d0f18e (accessed on 17 March 2025).,"The authors deposited their newly generated sensory and metabolomics (GC-MS/LC-MS) datasets in an institutional data repository with two persistent DOIs and explicitly state the data are openly available, satisfying all three open-data criteria, so the detector's negative call is a miss."
39457346,non_open_data,upon_request_or_restricted,,,,The data presented in this study are available on request from the corresponding author. The data are not publicly available due to privacy restrictions.,"The Data Availability Statement explicitly restricts access to on-request only, with no repository deposit or accession number, so this is a legitimate detector negative."
39063523,false_negative,open,figshare,https://doi.org/10.6084/m9.figshare.25928779.v1,Figshare,All experimental data files are available from the figshare database. https://doi.org/10.6084/m9.figshare.25928779.v1 (accessed on 30 May 2024).,"The authors deposited their newly generated experimental data (tilt sensation measurements) in Figshare with a resolvable DOI and describe it as openly available, meeting all three open-data criteria, so the detector's negative call is a miss."
38429500,false_negative,open,data.gov.uk (NERC-funded dataset repository),https://data.gov.uk/dataset/4734efe3-5633-4b95-9a39-17645c1d51ee/ptychotomography-of-bishop-tuf-zircons-nerc-grant-ne-p002498-1,Institutional/domain,"The data contained within this paper is freely available as a series of tif images representing each slice of the reconstructed 5, 21 and 85 nm volumes at https://data.gov.uk/dataset/4734efe3-5633-4b95-9a39-17645c1d51ee/ptychotomography-of-bishop-tuf-zircons-nerc-grant-ne-p002498-1.","The authors deposited their newly generated ptycho-tomographic reconstruction image data at a persistent, openly accessible data.gov.uk URL, meeting all three open-data criteria, so this is a detector false negative."
38377575,false_negative,open,ProteomeXchange/PRIDE and NCBI GenBank,PXD044759; 10.6019/PXD044759; GenBank OR475702-OR475748 and OR726321-OR726339,NCBI,The mass spectrometry proteomics data have been deposited at the ProteomeXchange Consortium via the PRIDE partner repository with the data set identifier PXD044759 and 10.6019/PXD044759. The 16S rRNA data are stored within the NCBI GenBank with submission numbers OR475702-OR475748 and OR726321-OR726339.,"The authors deposited newly generated mass spectrometry proteomics data in PRIDE (accession PXD044759, DOI) and newly generated 16S rRNA sequences in NCBI GenBank (accession range), both presented as openly accessible with no restriction, so this is a genuine open-data article the detector missed."
38993235,false_negative,open,Zenodo,doi:10.5281/zenodo.10091946 (version 1.1.0: doi:10.5281/zenodo.10380638); https://zenodo.org/records/10380638,Zenodo,"Data accessibility Zenodo deposit [ 4 ], named Port calls and vessel trajectory dataset in the Caribbean with accurate port quays survey ... Repository name: Zenodo Data identification number: doi:10.5281/zenodo.10091946 - Version 1.1.0, doi of version: 10.5281/zenodo.10380638 Direct URL to data: https://zenodo.org/records/10380638","This is a data descriptor article whose authors generated the dataset themselves (AIS-derived port calls, manually surveyed port quay geometries, computed trajectories/berths/vessel classifications) and deposited it openly in Zenodo with a DOI and direct URL under a CC license, satisfying all three open-data criteria, so the detector's negative call is a miss."
38807519,false_negative,open,Movebank Data Repository,,Institutional/domain,Data accessibility The data used for this study are available through the Movebank Data Repository [ 41 ].,"The authors deposited the newly generated GPS/acceleration tracking data from the black kites in Movebank, a genuine domain-specific repository for animal movement data, and state it is available (not restricted or upon request), so this is a genuine open-data deposit the detector missed even though the article text does not surface an inline accession number/DOI beyond the citation marker."
38436014,false_negative,open,figshare,https://doi.org/10.6084/m9.figshare.24465856.v1,Figshare,"The data is available in the Supplementary Files and at figshare: Ying, Qingji (2023). clinical data. figshare. Dataset. https://doi.org/10.6084/m9.figshare.24465856.v1 .","The authors deposited their own newly generated clinical/hematology dataset in figshare with a resolvable DOI and no stated access restriction, meeting all three open-data criteria, so the detector's negative call is a miss."
39595778,false_negative,open,Dryad,https://doi.org/10.5061/dryad.mpg4f4r80,Dryad,Our dataset has been assigned two important links: a reviewer URL: https://datadryad.org/stash/share/5Izd9F9bPne9Z1PcQ1K6MhWkgZ_zs7DJkQFTKrSNSt4 (accessed on 2 September 2024); a unique digital object identifier (DOI): https://doi.org/10.5061/dryad.mpg4f4r80 (accessed on 2 September 2024).,"The authors deposited their newly generated elemental composition water sampling dataset in Dryad with a resolvable DOI and no stated access restriction, meeting all three open-data criteria, so the detector's negative call is a miss."
39457258,false_negative,open,Harvard Dataverse,https://doi.org/10.7910/DVN/DEHMCT,Dataverse,The original data presented in the study are openly available in Harvard Dataverse. https://doi.org/10.7910/DVN/DEHMCT (accessed on 20 September 2024).,"The authors deposited their newly generated antibiotic resistance dataset in Harvard Dataverse with a resolvable DOI and explicitly state it is openly available, meeting all three open-data criteria that the detector missed."
39338066,non_open_data,reuse_only,ICPSR (Inter-university Consortium for Political and Social Research),https://doi.org/10.3886/E119629V1,Generic-DOI,Data are freely available at https://doi.org/10.3886/E119629V1 (accessed on 6 May 2024).,"The authors analyzed a pre-existing third-party ICPSR survey dataset they did not generate themselves, with no new data deposit of their own, so this is reuse of existing data rather than sharing of newly generated data."
38654743,false_negative,open,Zenodo,"https://zenodo.org/records/10888728; https://zenodo.org/records/10452912 (DOIs 10.5281/zenodo.10888728, 10.5281/zenodo.10452912)",Zenodo,Data accessibility 1. Experimental data Repository name: Zenodo Data identification number: 10.5281/zenodo.10888728 Direct URL to data: https://zenodo.org/records/10888728 2. Modelling data Repository name: Zenodo Data identification number: 10.5281/zenodo.10452912 Direct URL to data: https://zenodo.org/records/10452912,"This Data in Brief article deposits newly generated experimental (triaxial/bender element test) and modelling data in Zenodo with explicit DOIs/URLs and no access restriction stated, meeting all three open-data criteria, so the detector's negative call is a false negative."
38547289,false_negative,open,"Protein Data Bank (PDB), Electron Microscopy Data Bank (EMDB), Zenodo","PDB 8PTK, 8PR2, 8PR3, 8PR4, 8PQY, 8PQW, 8PQZ, 8PQV, 8PR0, 8PR1, 8PR5; EMDB 17873, 17832, 17833, 17834, 17828, 17826, 17829, 17825, 17830, 17831, 17835, 17836",PDB,"Atomic coordinates and cryo-EM maps have been deposited in the Protein Data Bank (PDB) or Electron Microscopy Data Bank (EMDB), respectively, under accession codes 8PTK and 17873 ... All light microscopy data, AlphaFold2 models generated in this study, SDS-PAGE gels and Western blots are available at Zenodo (98).","The authors deposited newly generated cryo-EM structures and models with explicit PDB/EMDB accession codes and additionally shared raw light microscopy data, AlphaFold2 models, SDS-PAGE gels and Western blots on Zenodo, all presented as openly accessible, meeting the open-data criteria that the detector missed."
40009574,non_open_data,supplement_only,,,,Data Availability Statement: All relevant data are within the manuscript and its Supporting Information files.,"The article only provides its Neanderthal site data, environmental variables, and model results as supplementary PDF files attached to the manuscript, with no deposit in a data repository or accession number, so this is a legitimate detector negative."
39169967,non_open_data,reuse_only,Zenodo,,Zenodo,"Using previously published, publicly available data, we appraise a variety of frequentist and Bayesian models... Data accessibility All code and data used to produce our analysis are available at [22] and at Zenodo [23].","The study is a statistical re-analysis of previously published RBCT incidence data (not newly generated by these authors), and while the article states code/data were deposited (citing Zenodo), no accession number, DOI, or URL is given in the visible text, so it fails both the newly-generated-data and accession criteria."
40455615,false_negative,open,Zenodo,10.5281/zenodo.14040588,Zenodo,The data underlying this study are openly available in Zenodo data repository at 10.5281/zenodo.14040588.,"The authors deposited their newly generated experimental data (XRD, DRIFTS, EIS, XRS, battery cycling, etc.) in Zenodo with a resolvable DOI and explicitly state it is openly available, meeting all three criteria for open data that the detector missed."
39906501,non_open_data,upon_request_or_restricted,,,,The data that support the findings of this study are available from the corresponding author upon reasonable request.,The qualitative focus-group data are explicitly restricted to request from the corresponding author rather than deposited in an open repository with an accession or persistent link.
39595727,non_open_data,upon_request_or_restricted,,,,The data are available on request from the corresponding author at the Data Station Life Sciences of the Data Archiving and Networked Services (Dans). The data are not publicly available due to ethical reasons.,"The data availability statement explicitly restricts access to on-request only, citing ethical reasons for not making it publicly available, so it does not meet the open-access criterion despite mentioning a repository (Dans)."
39592000,false_negative,open,ENA (European Nucleotide Archive),"PRJEB37681, PRJEB71940",ENA/EBI,The raw reads for the ancient specimens are released under the ENA accession numbers PRJEB37681 and PRJEB71940.,"The authors deposited newly generated ancient DNA sequencing reads in the ENA repository with explicit accession numbers, presented as openly released, meeting all three criteria for open data despite the detector's negative call."
40442083,false_negative,open,Science Data Bank,https://doi.org/10.57760/sciencedb.20852,Other,"The LapGC-KVAD-30 is stored at the Science Data Bank (https://doi.org/10.57760/sciencedb.20852). This dataset consists of three independent subsets: the training set (20 cases), validation set (5 cases), and test set (5 cases).","The authors deposited their newly generated surgical video frame/annotation dataset in the Science Data Bank repository with a persistent DOI, presented without access restriction, meeting all criteria for open data despite the detector's negative call."
40108573,non_open_data,code_only,OSF,https://osf.io/f659u/,OSF,The necessary code for replicating the findings presented in this article can be obtained from the following URL: https://osf.io/f659u/ .,"This is a theoretical/methodological article that only shares analysis code on OSF (and reuses a pre-existing third-party dataset from ref. [42] for illustration), with no newly generated data deposited to any repository with an accession."
39638762,false_negative,open,Zenodo,https://doi.org/10.5281/zenodo.13133315,Zenodo,"The species functional data and species presence/absence datasets (Campos et al., 2024) are available in Zenodo at https://doi.org/10.5281/zenodo.13133315.","The authors deposited their own generated species functional trait and presence/absence datasets in Zenodo with a resolvable DOI and no stated access restriction, meeting all three open-data criteria despite the detector's negative score."
38552024,false_negative,open,Zenodo,https://doi.org/10.5281/zenodo.10451741,Zenodo,A core set of model data from our CESM2 simulations is available here https://doi.org/10.5281/zenodo.10451741.,"The authors deposited a core set of their newly generated CESM2 simulation output (the ssp370-126aer aerosol mitigation runs performed for this study) in Zenodo with a resolvable DOI, an openly accessible repository deposit that the detector missed."
40186769,false_negative,open,Zenodo,"https://doi.org/10.5281/zenodo.13737438, https://doi.org/10.5281/zenodo.13738292, https://doi.org/10.5281/zenodo.13739150",Zenodo,"Raw data are shared in Zenodo: https://doi.org/10.5281/zenodo.13737438, https://doi.org/10.5281/ zenodo.13738292, https://doi.org/10.5281/zenodo.13739150 Please note that, due to the upload size limit, we have divided our dataset into three parts.","The authors deposited their raw 7T layer-fMRI data (newly generated) in Zenodo with three explicit DOIs and no stated access restriction, meeting all three open-data criteria that the detector missed."
38885385,false_negative,open,Zenodo,https://doi.org/10.5281/zenodo.11398650,Zenodo,"All data described and R code for the statistical analysis are available on Zenodo except the chimpanzee termite brush manufacture sequence, which is provided in the main text: https://doi.org/10.5281/zenodo.11398650","The authors deposited their newly generated stone-tool procedural-unit complexity dataset and analysis code on Zenodo with a resolvable DOI presented as openly accessible, meeting all three open-data criteria, so this is a detector miss."
39141739,false_negative,open,"European Nucleotide Archive (ENA), ArrayExpress, PRIDE/ProteomeXchange","PRJEB74310, PRJEB74311, PRJEB74312, PRJEB74494, E-MTAB-14073, E-MTAB-14077, E-MTAB-14078, E-MTAB-14082, PXD052116",ENA/EBI,Raw sequence reads used for genome assembly and annotation have been deposited in the European Nucleotide Archive (ENA) at EMBL-EBI under the following accession numbers: PacBio genome data (PRJEB74310)... Short reads from bulk RNA sequencing ... are available in the ArrayExpress database ... under accession numbers E-MTAB-14073 and E-MTAB-14077 ... The mass spectrometry proteomics data have been deposited to the ProteomeXchange Consortium via the PRIDE partner repository with the dataset identifier PXD052116.,"The authors deposited newly generated genomic, transcriptomic (bulk RNA, scRNA-seq, spatial), and proteomic data in ENA, ArrayExpress, and PRIDE with explicit accession numbers presented as openly accessible, meeting all three open-data criteria, so the detector's negative call is a miss."
39063468,false_negative,open,Zenodo,https://doi.org/10.5281/zenodo.11187671,Zenodo,The original data and code presented in the study are openly available in GitHub at https://doi.org/10.5281/zenodo.11187671 (accessed on 27 June 2024).,"The authors deposited their constructed county-level analysis dataset (linked demographic, socioeconomic, political, and vaccination data) and code in a Zenodo repository with a resolvable DOI and state it is openly available, meeting all three open-data criteria despite the detector's negative call."
40138406,false_negative,open,Dryad,10.5061/dryad.dr7sqvb8b,Dryad,All raw image files and analysis files are available at Dryad (DOI: 10.5061/dryad.dr7sqvb8b).,"The authors deposited raw imaging and analysis data (newly generated in this study) in the Dryad repository with a resolvable DOI and no stated access restriction, meeting all three open-data criteria, so the detector's negative call is a miss."
38819376,false_negative,open,figshare,https://doi.org/10.6084/m9.figshare.24964491,Figshare,The data and analysis code for this study are publicly available from figshare: https://doi.org/10.6084/m9.figshare.24964491 .,"The authors generated new data (e.g. pumpkinseed sunfish measurements) and deposited the full compiled dataset with analysis code in a figshare repository with a resolvable DOI, explicitly stated as publicly available, meeting all three open-data criteria."
38268047,non_open_data,code_only,GitHub/Zenodo,https://doi.org/10.5281/zenodo.8217541,Zenodo,"The source code of this article is available in the GitHub repository, https://doi.org/10.5281/zenodo.8217541 (https://github.com/kokinide/PARSID.git) under the GNU General Public License v3.0.","The Data availability statement only points to a Zenodo/GitHub archive of the PARSID software source code and test files, not to a deposit of newly generated biological data; the actual sequences used were pre-existing GenBank records reused for testing, not new data deposited by the authors."
38784157,false_negative,open,BOLD (Barcode of Life Data System) and GenBank,http://dx.doi.org/10.5883/DS-IBIOR01 (BOLD dataset DOI); GenBank accessions e.g. OR974638-OR974807 etc.,NCBI,"All sequences in the dataset were submitted to BOLD and GenBank databases... The InBIO Barcoding Initiative Database: DNA barcodes of Orthoptera from Portugal dataset can be downloaded from the Public Data Portal of BOLD (https://doi.org/10.5883/DS-IBIOR01) in different formats (data as dwc, xml or tsv and sequences as fasta files).","The authors newly generated 420 DNA barcode sequences and deposited them with accession numbers/BINs in BOLD (dataset DOI 10.5883/DS-IBIOR01) and GenBank, explicitly described as publicly/openly accessible, meeting all three open-data criteria despite the automated detector's negative score."
40247836,false_negative,open,Zenodo,https://doi.org/10.5281/zenodo.14897810,Zenodo,The raw data is available at Zenodo: phanthipha18. (2025). phanthipha18/Hevb5: Hevb5 (Version Hevb5). Zenodo. https://doi.org/10.5281/zenodo.14897810 .,"The authors deposited their raw experimental data (newly generated) in Zenodo with a resolvable DOI and describe it as openly available, meeting all three open-data criteria, so the detector's negative call is a false negative."
38875327,false_negative,open,Dryad and NCBI BioProject,doi:10.5061/dryad.s4mw6m9cw; BioProject ID: PRJNA1051632,Dryad,Additional data are available from Dryad doi:10.5061/dryad. s4mw6m9cw and BioProject ID: PRJNA1051632.,"The authors deposited newly generated gas-exchange/physiological data in Dryad and metatranscriptome sequencing data under an NCBI BioProject, both with persistent accessions/DOIs and openly accessible, so this is a false negative missed by the detector."
38910521,non_open_data,code_only,OSF,https://doi.org/10.17605/OSF.IO/86UFE,OSF,"Data analysis was performed using FIJI and Peaks, a custom-written Matlab script (https://doi.org/10.17605/OSF.IO/86UFE).","The only repository deposit with a DOI is a custom-written MATLAB analysis script (code/software) on OSF; no newly generated experimental data (viability, calcium, metabolic, mechanical measurements) are deposited with an accession, so this does not meet the open-data criteria."
39042696,false_negative,open,Dryad,https://doi.org/10.5061/dryad.2280gb5zf,Dryad,"R code, morphometrics data, colony census data have been deposited in Dryad (https://doi.org/10.5061/dryad.2280gb5zf).","The authors deposited newly generated morphometrics and colony census data in Dryad with a resolvable DOI and no stated access restriction, meeting all three open-data criteria that the detector failed to flag."
39005882,false_negative,open,GitHub,https://github.com/tr-ford/USDA_Cannabis_sativa_Midwest_Feral_Biogeo.git,Other,"DATA AVAILABILITY STATEMENT The data that support the findings of this study are openly available on GitHub at [https://github.com/tr-ford/USDA_Cannabis_sativa_Midwest_Feral_Biogeo.git], reference: 25, Ford and Stansell (2023).","The article contains an explicit Data Availability Statement declaring the study's supporting data (not just code) openly available at a specific, persistent GitHub URL, which satisfies deposit + link + open-access criteria even though GitHub is not a conventional domain repository."
40379835,non_open_data,upon_request_or_restricted,Grand Challenge platform,,,"All data used in the benchmark is publicly accessible through the Grand Challenge cloud platform. Data is not directly accessible, but rather accessible to the submitted algorithms. Data used to pretrain the foundational models is not available.","The clinical report data underlying the benchmark and pretraining are explicitly sequestered/not directly accessible (only algorithms can interact with them, and pretraining data is stated as unavailable), so no openly accessible deposited dataset with an accession/link is provided, even though code and pretrained model weights are separately shared on GitHub/HuggingFace/Zenodo."
40247828,false_negative,open,Marine Data Archive; Zenodo,https://doi.org/10.14284/682; https://doi.org/10.14284/683; https://doi.org/10.14284/684; https://doi.org/10.5281/zenodo.15000726,Institutional/domain,"The raw data, processed data and the used scripts including descriptive metadata are available in the Marine data Archive: MiSeq: ... https://doi.org/10.14284/682 . Nanopore: ... https://doi.org/10.14284/683 . NovaSeq: ... https://doi.org/10.14284/684 .","The authors deposited their newly generated raw and processed sequencing data (Illumina MiSeq, Oxford Nanopore, and NovaSeq datasets) in the Marine Data Archive with distinct DOIs for each, and also deposited analysis scripts on Zenodo, all presented as openly accessible with no stated restrictions, so this is a clear false negative."
38560470,false_negative,open,MorphoSource,https://doi.org/10.17602/M2/M609339; https://doi.org/10.17602/M2/M600506; https://doi.org/10.17602/M2/M609720; https://doi.org/10.17602/M2/M600521; https://doi.org/10.17602/M2/M609868; https://doi.org/10.17602/M2/M600532; https://doi.org/10.17602/M2/M609361,Institutional/domain,The virtual scans of specimen MZ VIII Vr-72 rostrum are available at MorphoSource: The F1 section: https://doi.org/10.17602/M2/M609339 (CT images series) https://doi.org/10.17602/M2/M600506 (3D mesh);,"The authors deposited newly generated CT scan data and 3D mesh reconstructions of their fossil specimen in the MorphoSource repository with multiple DOIs, explicitly stated as openly available in the Data Availability section, so this is a genuine open-data article missed by the detector."
38593077,false_negative,open,figshare,https://doi.org/10.6084/m9.figshare.25404133,Figshare,"Raw data for SEM, confocal microscopy, flow cytometry experiments and code for the theoretical modeling simulation are available from figshare repository (https://doi.org/10.6084/m9.figshare.25404133) (51).","The authors deposited newly generated raw experimental data (SEM, confocal microscopy, flow cytometry) in the Figshare repository with a resolvable DOI and no stated access restriction, meeting all three open-data criteria that the detector missed."
39671498,false_negative,open,Dryad,https://doi.org/10.5061/dryad.n02v6wx5j,Dryad,Data supporting the morphometric analysis of rosettes (Fig. 4) have been deposited at Dryad (https://doi.org/10.5061/dryad.n02v6wx5j).,"The authors deposited newly generated morphometric rosette measurement data at Dryad with a resolvable DOI, presented as openly accessible with no restriction stated, satisfying all three open-data criteria that the detector missed."
40225306,non_open_data,upon_request_or_restricted,,,,The data on which this paper is based are subject to non-disclosure agreement and are not available to the public.,"This is a qualitative ethnomethodology study whose interview data are explicitly restricted by NDA and not publicly available, so no open data deposit exists."
40283784,false_negative,open,Dryad,https://doi.org/10.5061/dryad.dfn2z359h,Dryad,Data Availability Statement: Our dataset has been assigned two important links: A reviewer URL: https://datadryad.org/stash/dataset/doi:10.5061/dryad.dfn2z359h (accessed on 14 February 2025); a unique digital object identifier (DOI): https://doi.org/10.5061/dryad.dfn2z359h (accessed on 14 February 2025).,"The authors deposited their newly generated drinking water elemental composition dataset (78 samples, 26 sites) in Dryad with a resolvable DOI, presented as openly accessible with no access restriction stated, so this is a false negative for the detector."
38170784,non_open_data,code_only,"Zenodo/GitHub (code only); HCP and NRU websites (reused third-party data, no new deposit)",https://doi.org/10.5281/zenodo.10201022; https://doi.org/10.5281/zenodo.10209657,Zenodo,"raw or preprocessed fMRl time courses are obtainable from the HCP website (https://db.humanconnectome.org/),and PET receptor atlasesare obtainable from the NRU website...All code used for analysis isavailable on Zenodo(51,52); latest versions can be found on GitHub","The authors did not generate new data; they reused pre-existing public HCP fMRI and NRU PET receptor atlas datasets and only deposited their analysis CODE (with Zenodo DOIs), so this is a legitimate detector negative (code-only sharing of reused data, no new data deposit with accession)."
38285937,false_negative,open,Zenodo,https://doi.org/10.5281/zenodo.8169289,Zenodo,The curated Fireprot dataset utilized in this study can be downloaded from the provided Zenodo data repository ( https://doi.org/10.5281/zenodo.8169289 ) ( 43 ). Scripts for preprocessing the Fireprot dataset starting from the raw FireProtDB data are also included in the ThermoMPNN GitHub repository.,"The authors curated their own Fireprot benchmark dataset (deduplicated, structure-matched, pH-selected entries derived from raw FireProtDB/PDB sources via their own processing pipeline) and deposited this newly generated curated dataset in Zenodo with a resolvable DOI, presented as freely downloadable with no access restriction, so the detector's negative call is a miss."
40333978,false_negative,open,Dryad,https://doi.org/10.5061/dryad.dr7sqvb7t,Dryad,The specific sources for each analysis are documented in the supplementary tables and the aggregated datasets are available at https://doi.org/10.5061/dryad.dr7sqvb7t.,"The authors deposited their aggregated/synthesized dataset in Dryad with a resolvable DOI and describe it as openly available, satisfying deposit + accession + open access even though underlying inputs were compiled from public RFMO/MSC sources."
39652755,false_negative,open,Zenodo,,Zenodo,"Electronic structure inputs and outputs, scripts for rate constant evaluation, and raw data have been deposited in a Zenodo repository ( 121 ).","The Data, Materials, and Software Availability statement explicitly says the authors deposited their newly generated raw computational data (electronic structure inputs/outputs, rate-constant scripts) in a Zenodo repository, cited via a specific reference, with no stated access restriction, satisfying deposit + identifiable-reference + open-access criteria that the detector missed."
38495766,false_negative,open,GitHub (archived on Zenodo),https://doi.org/10.5281/zenodo.10662829,Zenodo,The data is available at GitHub and Zenodo: - https://github.com/SovanSaha/EPI-SF-Essential-protein-identification-in-protein-interaction-networks-using-sequence-features.git . - Sovan Saha. (2024). SovanSaha/EPI-SF-Essential-protein-identification-in-protein-interaction-networks-using-sequence-features: EPI-SF (1.0). Zenodo. https://doi.org/10.5281/zenodo.10662829 .,"The authors deposited their newly generated study outputs (e.g., the RF-model-predicted essential human proteins spreadsheet and the DisGeNET gene-disease/variant-disease association evidence files, referenced in-text via GitHub links) in a GitHub repository that is archived with a persistent Zenodo DOI, explicitly presented as openly accessible under a Data Availability statement, so this meets the open-data definition and the detector's negative call is a miss."
39361747,false_negative,open,"Zenodo (MAS coronal model output, data and materials) and Mauna Loa Solar Observatory (MLSO) UCoMP data archive",https://doi.org/10.5281/zenodo.13351573; https://mlso.hao.ucar.edu/mlso_data_calendar.php?calinst=ucomp,Zenodo,"The source codes, output and scripts of our MAS models are available at Zenodo (35)... 35. MAS modelling data and material for Z. Yang, H. Tian, S. Tomczyk, X. Liu, S. Gibson, R. J. Morton, C. Downs, Observing the evolution of the Sun's global coronal magnetic field over eight months, Zenodo (2024); https://doi.org/10.5281/zenodo.13351573","The authors deposited newly generated data from their study - the MAS coronal model output/materials at Zenodo with a resolvable DOI, and their own UCoMP instrument-derived coronal magnetic field observations at the openly accessible MLSO data archive (specific files identified in Table S1) - both openly accessible, so this is a genuine open-data deposit that the detector missed as a false negative."
39301294,non_open_data,supplement_only,,,,Data and codes used in the study are available in the Supplementary Material.,"The data availability statement only points to supplementary files attached to the article, with no repository deposit or accession number provided."
39239914,false_negative,open,figshare,doi.org/10.6084/m9.figshare.26181086.v1,Figshare,All data generated during this study are available on figshare. doi.org/10.6084/m9.figshare.26181086.v1,"The authors explicitly state that all data generated during the study were deposited on Figshare with a resolvable DOI and no access restriction, meeting all three open-data criteria."
38673361,non_open_data,supplement_only,,,,Data Availability Statement: All data relevant to this study are contained in this article.,"The article states all data are contained within the article itself with no repository deposit or accession number, so it does not meet the open data definition."
