pmid,oddpub_category,text_source,label,access,data_location,accession_or_link,evidence_quote,rationale
39300134,github,mineru_md,false_negative,open,Materials Cloud Archive,https://doi.org/10.24435/materialscloud:ad-xk,"The entire dataset22, including the individual CSV fles and the summary CSV spreadsheet (Table 1), has been made publicly available on Materials Cloud at https://doi.org/10.24435/materialscloud:ad-xk.","The authors compiled and vectorized a new curated dataset (1,167 samples, loading-path CSVs, mechanical property summary) and deposited it with a DOI in the open Materials Cloud repository, satisfying deposit + accession/DOI + open access, so this is a detector false negative."
39300149,,mineru_md,false_negative,open,Figshare,https://doi.org/10.6084/m9.figshare.26955565.v2,"Te dataset (species-level_trait.csv fle)37 comprises trait data for 372 species of testate amoebae... 37. Su, J. et al. Functional traits data for testate amoebae of Northern Holarctic realm. Figshare https://doi.org/10.6084/m9.fgshare.26955565.v2 (2024).","The article's main output—a newly compiled trait database (species-level_trait.csv)—is deposited in Figshare with a resolvable DOI and is openly accessible under a CC BY-NC-ND license, satisfying all three open-data criteria even though this deposit is cited only as reference 37 rather than in a dedicated ""Data Availability"" statement, which likely caused the detector to miss it."
39333090,,mineru_md,false_negative,open,Materials Cloud Archive,https://doi.org/10.24435/MATERIALSCLOUD:KR-M2,"""The converged adsorption structure (CONTCAR) and output fles (OUTCAR) for each unique adsorption geometry and a JSON file of the complete, parsed dataset in the ChemCatBio Catalyst Property Database (CPD) data structure are provided in the Materials Cloud archive28."" [28. ... Materials Cloud https://doi.org/10.24435/MATERIALSCLOUD:KR-M2 (2024).]","The authors generated a new DFT dataset (~3,000 adsorption structures) and deposited it with a resolvable DOI in the open Materials Cloud repository, satisfying deposit, accession/DOI, and open access criteria that the detector missed."
39333157,github,mineru_md,false_negative,open,Sydney eScholarship Repository,https://doi.org/10.25910/1pf-4z05,"The sample of data processing pipeline output, encompassing 25 months of actual bus arrivals/departures and intermediate data products, is stored on the Sydney eScholarship Repository13. Te data is openly accessible to everyone and can be found at https://doi.org/10.25910/1pf-4z05.","The authors deposited their newly generated/processed 25-month GTFS-Realtime bus arrival/departure dataset (~518 GB, including a one-day sample) in the Sydney eScholarship Repository with a DOI and explicitly state it is openly accessible to everyone, satisfying all three open-data criteria, so the detector's negative call is a miss."
39333175,,mineru_md,false_negative,open,figshare,https://doi.org/10.6084/m9.figshare.c.7194810.v1,"Their names (based on HUGO) are listed in the G protein coupled receptor transcripts in human immune cells and platelets database8, which includes all the assay data... 8. Hansen, A. et al. G protein coupled receptor transcripts in human immune cells and platelets database. figshare https://doi.org/10.6084/m9.fgshare.c.7194810.v1 (2024).","The authors deposited their newly generated GPCR transcript assay data (all assay results, including a full comparison in Excel format) in figshare with a resolvable DOI, which is an open repository, satisfying all three criteria for open data despite the detector's negative call."
39333541,supplement,mineru_md,false_negative,open,"figshare (dataset ""The PainMonit Database: An Experimental and Clinical Physiological Signal Dataset for Automated Pain Recognition"")",https://doi.org/10.6084/m9.figshare.26965159,"""Te data records of the PMD31 are publicly available on the following repository."" ... ""31. Gouverneur, P. et al. Te painmonit database: Experimental and clinical physiological signal data for automated pain recognition. fgshare, https://doi.org/10.6084/m9.fgshare.26965159 (2024)."" ... ""The PMD dataset is fully accessible to the public on the following repository. Although the dataset is publicly available, it is accompanied by a data use agreement which restricts its use to academic research.""","This data-descriptor paper deposits newly generated physiological signal data (PMED.zip, PMCD.zip) by the authors themselves in figshare under a resolvable DOI (10.6084/m9.figshare.26965159), and verification of the figshare record shows the files are listed as CC BY 4.0 licensed, public, non-confidential, non-embargoed, and directly downloadable via ndownloader links without any login or approval step — the accompanying ""data use agreement"" is a use-restriction document bundled with the downloa"
39333547,unknown/misspecified source,mineru_md,non_open_data,none,,,Unleashing the power of AI in science-key considerations for materials data preparation ... Comment ... this commentary aims to propose a systematic data governance framework tailored to AI for the materials science research community.,"This is an opinion/comment article discussing data governance frameworks and FAIR principles conceptually; it contains no newly generated dataset, no repository deposit, and no accession number or persistent link to any data."
39333553,upon request,mineru_md,false_negative,open,"USDA National Agricultural Library, Ag Data Commons repository",https://doi.org/10.15482/USDA.ADC/1529757,"""Data records are archived in the USDA National Agricultural Library, Ag Data Commons repository and are publicly available24."" (ref 24: ""Cofn, AW., Cosh, MH., & Pisarello, K. Data from: Two years of cotton (Gossypium hirsutum l.) data from the Gulf Atlantic Coastal Plain LTAR network site, https://doi.org/10.15482/USDA.ADC/1529757 (2023)."")","The authors deposited their newly collected field data (soil moisture, plant water content, crop height, phenology, geospatial layers) in the Ag Data Commons repository with a resolvable DOI and stated public availability, satisfying all three open-data criteria, so the detector's negative call is a miss."
39333635,github,mineru_md,false_negative,open,ESA Robotics Datasets repository (institutional repository for planetary robotics data),https://doi.org/10.57780/esa-xxd1ysw,"Te dataset is available on ESA’s robotics dataset repository15, https://doi.org/10.57780/esa-xxd1ysw.","This is a Scientific Data data-descriptor paper that deposits newly generated rover sensor data (stereo/thermal camera images, IMU/FOG, force-torque sensor readings, GNSS, LIBS spectra, drone-derived 3D maps, weather station data) in ESA's robotics dataset repository with a resolvable DOI and no indication of access restrictions, meeting all three open-data criteria, so the detector's negative call is a false negative."
39333639,,mineru_md,non_open_data,code_only,NPreciSe web portal (https://precip-val.umd.edu/),https://precip-val.umd.edu/,"""The assessment of satellite precipitation products is available for download through online web portal: https://precip-val.umd.edu. The web portal is updated in real-time."" / ""Code availability. A complete package containing Python scripts, installation, and processing instructions ... is available at https://code.umd.edu/marulraj/nprecise.git.""","This is a tool/software paper describing a validation system whose ""Data availability"" statement points only to a live web portal for browsing outputs (no repository deposit or accession/DOI for a dataset) and whose ""Code availability"" section shares only source code, so no newly generated dataset is deposited with a persistent open-access identifier."
39341807,github,mineru_md,false_negative,open,HuggingFace Datasets,https://doi.org/10.57967/hf/2770,"The 1.5 million pieces of natural language-material narratives generated via a chatbot in this work are deposited on HuggingFace Datasets25. ... 25. Yang Jeong Park. GPT-Narratives-for-Materials (Revision d56c661). Hugging Face., https://doi.org/10.57967/hf/2770 (2024).","The authors generated a novel dataset (1,453,493 chatbot-produced materials narratives) and deposited it on HuggingFace Datasets with a resolvable DOI, satisfying deposit + accession/DOI + open access; this is distinct from the separately-listed GitHub code repository, so the detector missed a genuine open-data deposit."
39353923,,mineru_md,false_negative,open,Science Data Bank,https://doi.org/10.57760/sciencedb.1113430,The dataset is available at Science Data Bank (https://doi.org/10.57760/sciencedb.1113430). The original Hi-GLASS GPP v1 dataset is available at 30 m spatial resolution and monthly time step.,"The authors generated a new 30-m GPP dataset (Hi-GLASS GPP v1) and deposited it with a resolvable DOI at Science Data Bank, an open repository, satisfying all three open-data criteria, so the detector's negative call is a false negative."
39358422,,mineru_md,false_negative,open,"REDU repository (redu.unicamp.br), University of Campinas institutional data repository",DOI 10.25824/redu/GPQLDX; https://redu.unicamp.br/dataset.xhtml?persistentId=doi:10.25824/redu/GPQLDX,"Te data is published at the REDU repository (redu.unicamp.br)16 and comprises data collected in the (1) VNIR-SWIR, and (2) TIR (MWIR-LWIR) ranges... described in this manuscript can be accessed at REDU repository (redu.unicamp.br) under data DOI 10.25824 (https://redu.unicamp.br/dataset.xhtml?persistentId=doi:10.25824/redu/GPQLDX).","The authors deposited their own newly collected spectral libraries (crude oils, substrate-PHC mixtures, oil-water films/emulsions) in the REDU institutional repository with a persistent DOI/URL and describe them as openly accessible, satisfying all three open-data criteria, so the detector's negative call is a false negative."
39362909,,mineru_md,false_negative,open,Figshare,https://doi.org/10.6084/m9.figshare.c.7207839,"The datasets are freely downloadable from the open access repository of Figshare36. ... Choi, G-Y. et al. EEG Dataset for the Recognition of Diferent Emotions Naturally Induced in Voice-User Interaction, fgshare, https://doi.org/10.6084/m9.fgshare.c.7207839 (2024).","The authors deposited newly generated EEG and auxiliary physiological data (44 subjects) in the Figshare repository with a DOI and state it is freely downloadable, meeting all three open-data criteria, so the detector's negative call is a false negative."
39368991,"upon request, unknown/misspecified source",mineru_md,false_negative,open,Zenodo,https://doi.org/10.5281/zenodo.11551195,"The dataset is stored in a single CSV file, with semicolon separator, posted on Zenodo platform23... 23. Erpicum, S. et al. Database - Bridge clogging and debris - July 2021 flood (1.0). Zenodo. https://doi.org/10.5281/zenodo.11551195 (2024).","The authors deposited their newly generated survey dataset (71 bridges, debris accumulation measurements) as a CSV file on Zenodo with a resolvable DOI, which is openly accessible, satisfying all three open-data criteria even though the underlying photos are restricted."
39379382,,mineru_md,false_negative,open,"PHAIDRA (institutional repository, University of Vienna/Austria)",https://doi.org/10.60522/o:5587,"Te dataset can be downloaded at PHAIDRA4 . ... Simonlehner, M., Dumphart, B. & Horsak, B. GaitRec-VR: 3D Gait Analysis for Walking Overground with and without a Head-Mounted-Display in Virtual Reality. Phaidra https://doi.org/10.60522/o:5587 (2024).","The authors deposited their newly generated 3D gait analysis dataset (20 participants, .c3d/.csv files) in the PHAIDRA repository with a resolvable DOI, described as downloadable with no access restriction mentioned, satisfying all three open-data criteria and thus the automated detector's negative call is a false negative."
39384776,,mineru_md,false_negative,open,"e-cienciaDatos repository (institutional data repository, Universidad Politécnica de Madrid)",https://doi.org/10.21950/ZKWE6Z,"Te ML2HP Dataset is available at e-cienciaDatos repository14. ... 14. Gil Martín, M. ""Multi-view Leap2 Hand Pose Dataset"", https://doi.org/10.21950/ZKWE6Z, e-cienciaDatos, V1 (e-cienciaDatos, 2024).","The article describes a newly generated hand-pose dataset (714,000 instances) deposited in the e-cienciaDatos repository with a resolvable DOI, satisfying deposit + accession + open access, so this is a detector miss."
39389959,"supplement, unknown/misspecified source",mineru_md,false_negative,open,"NOAA National Centers for Environmental Information (NCEI), Paleoclimatology ""World Data Service for Paleoclimatology"" (Paleo Data Search)",https://www.ncei.noaa.gov/access/paleo-search/study/37720,"The reconstructed temperature series for annual and semi-annual (winter and summer) resolutions for 3 and 15 sub-regions are all deposited at NOAA National Centers for Environmental Information41 ... 41. Wang, P. K., Lin, K. H. E., Lin, Y. S., Lin, H. J. & Pai, P. L. REACHES Reconstructed Temperature Index of China from 1368 to 1911. NOAA-NCEI Paleo Data Search https://www.ncei.noaa.gov/access/paleo-search/study/37720 (2023)","The authors newly generated (reconstructed) temperature index series data and deposited them with a specific persistent URL/dataset citation at the NOAA NCEI open paleoclimatology data repository, satisfying deposit + accession/URL + open access, so the detector's negative call appears to be a false negative."
39389990,,mineru_md,false_negative,open,Fordatis (Fraunhofer research data repository); also mirrored on a GitLab repository,10.24406/fordatis/329.2,"""A static version is additionally hosted with a digital object identifer (10.24406/fordatis/329.2) on the Fraunhofer research data repository Fordatis63."" The dataset and ontology are released under the Creative Commons Attribution 4.0 (CC-BY 4.0) license.","This is a Scientific Data data descriptor for the newly created MaterioMiner NER/ontology dataset, which the authors deposited in the Fordatis repository with a persistent DOI under an open CC-BY 4.0 license, satisfying all three open-data criteria, so the detector's negative call is a false negative."
39414802,github,mineru_md,false_negative,open,Oxford University Research Archive (ORA),https://doi.org/10.5287/bodleian:NGx0JOMP5,"Our dataset is hosted at the Oxford University Research Archive under the Creative Commons ""Attribution 4.0 International (CC BY 4.0)"" License, at https://doi.org/10.5287/bodleian:NGx0JOMP537.","The authors deposited their newly collected CAPTURE-24 accelerometer/annotation/demographic dataset in an institutional repository (Oxford University Research Archive) with a persistent DOI under an open CC-BY license, meeting all three open-data criteria, so the detector's negative call is a miss."
39420018,github,mineru_md,false_negative,open,"Illinois Data Bank (institutional repository, University of Illinois Urbana-Champaign)",https://doi.org/10.13012/B2IDB-7865141_V2,"""Te dataset (1888–2021) is available at the Illinois Data Bank, the institutional data repository for the University of Illinois Urbana-Champaign49."" / ""Morrow Plots Data Curation Working Group. Morrow Plots treatment and yield data. Illinois Data Bank https://doi.org/10.13012/B2IDB-7865141_V2 (2024).""","The authors curated/synthesized a comprehensive longitudinal dataset (1888-2021, 3,216 rows) from historical sources and deposited the compiled, tidied dataset in the Illinois Data Bank with a versioned DOI, described as openly accessible with no access restrictions mentioned, so this is a genuine open-data deposit the detector missed."
39420189,"re-use, unknown/misspecified source",mineru_md,false_negative,open,Stanford Digital Depository (SDR),https://doi.org/10.25740/hj801ns592930,"All measurements made in this study are available at a permanent URL at the Stanford Digital Depository: https://doi.org/10.25740/hj801ns592930. Te data are available in a CSV fle called ""wwscan_data_descriptor_SDR_2024_Update.csv"" that includes the felds listed below as columns.","The authors deposited their newly generated wastewater pathogen concentration dataset (48,758 samples, ddRT-PCR measurements) in an institutional repository (Stanford Digital Depository) with a persistent DOI providing open access, satisfying all three open-data criteria, so this is a detector false negative."
39424844,unknown/misspecified source,mineru_md,false_negative,open,AmeriFlux network (site US-GL1),https://ameriflux.lbl.gov/sites/siteinfo/US-GL1,"""The dataset is available for download at https://amerifux.lbl.gov/sites/siteinfo/US-GL1, with this section being the primary source of information on the availability and content of the data being described.""","The authors deposited their own newly generated 15-year eddy covariance dataset in the AmeriFlux repository under a persistent site identifier (US-GL1) with a direct download URL and no indication of access restriction, satisfying all three open-data criteria, so the detector's negative call is a miss."
39426989,unknown/misspecified source,mineru_md,false_negative,open,World Data Center for Climate (WDCC),https://doi.org/10.26050/WDCC/ClimAVA-SW,ClimAVA-SW28 can be found at the World Data Center for Climate (WDCC) (https://doi.org/10.26050/WDCC/ClimAVA-SW).,"The authors deposited their newly generated downscaled climate dataset (ClimAVA-SW) in the WDCC repository with a persistent DOI, described openly in the Data Records section with no access restrictions mentioned."
39448662,github,mineru_md,false_negative,open,National Tibetan Plateau/Third Pole Environment Data Center (TPDC),https://doi.org/10.11888/Atmos.tpdc.301122,"""The HiCPC dataset is freely available to download from the National Tibetan Plateau/Tird Pole Environment Data Center (https://doi.org/10.11888/Atmos.tpdc.301122)27... All datasets can be downloaded using wget or curl command.""","The authors generated a new high-resolution downscaled climate dataset (HiCPC) via their own BCSD methodology and deposited it in a named institutional/domain data repository (TPDC) with a resolvable DOI and explicit statement of free, open download access, satisfying all three open-data criteria, so this is a detector false negative."
39455586,,mineru_md,false_negative,open,NITRC (NeuroImaging Tools & Resources Collaboratory) repository,https://doi.org/10.25790/bml0cm.167,"The dataset is freely available at the open access NeuroImaging Tools & Resources Collaboratory (NITRC) repository23. ... Isaev, M. R. et al. A Multiple Session Dataset of NIRS Recordings From Stroke Patients Controlling Brain–Computer Interface. NITRC https://doi.org/10.25790/bml0cm.167 (2024).","The authors deposited their newly generated NIRS dataset in the NITRC repository with a resolvable DOI and describe it as freely/openly accessible under CC-BY, meeting all three open-data criteria."
39472432,,mineru_md,false_negative,open,Harvard Dataverse (mirrored at the University of Florida Election Lab data archive),https://doi.org/10.7910/DVN/NH5S2I (2016); https://doi.org/10.7910/DVN/UBKYRU (2018); https://doi.org/10.7910/DVN/K7760H (2020),"""We post our 2016, 2018, and 2020 general election shapefiles for each of the fifty U.S. states plus the District of Columbia on public archives. Our original repository is the Harvard Dataverse24–26... Our databases are released under a Creative Commons Attribution 4.0 International license""","The authors deposited their own newly created precinct boundary/election-result databases in Harvard Dataverse with citable DOIs (refs 24-26) under an open CC-BY license, satisfying all three open-data criteria, so the detector's negative call is a false negative."
39477968,github,mineru_md,false_negative,open,Science Data Bank (ScienceDB),https://doi.org/10.57760/sciencedb.18011,"The Yi dataset can be accessed at Science Data Bank (https://doi.org/10.57760/sciencedb.18011). We grant free access to the dataset, without the need for user registration.","The authors deposited their newly collected handwriting sample dataset (427,941 samples) in the Science Data Bank repository with a resolvable DOI and stated open, registration-free access, satisfying all three open-data criteria, so the detector's negative call is a miss."
39487161,,mineru_md,false_negative,open,OSF (Open Science Framework),https://doi.org/10.17605/OSF.IO/6M3JV,"""Te DB-MA atlas, fully anonymized and masked, is in open access65. All datasets were exported from Amira ... Te atlas is deposited at66."" [ref 66: Lemaire, J. J. et al. DB_MA atlas. https://doi.org/10.17605/OSF.IO/6M3JV (2024)]","The authors deposited their newly generated multimodal MRI/DTI deep-brain atlas (T1, WAIR, DEC, DTI tracing, eMDBA label files) in the OSF repository with a resolvable DOI, explicitly stated to be open access, satisfying all three open-data criteria."
39500890,"unknown/misspecified source, upon request",mineru_md,false_negative,open,"USGS ScienceBase data release (""Hydrologic gridded runoff and routed discharge data for Africa from 2000-2021: U.S. Geological Survey data release"")",https://doi.org/10.5066/P14H6TFY,"""Te complete VegHydro dataset is available at https://doi.org/10.5066/P14H6TFY56."" / ""Te data are stored in NetCDF format for the gridded monthly runof and shapefle format for the annual total discharge... both of which are available for download""","The authors generated a new hydrological model dataset (VegHydro/VegDischarge v1: gridded monthly runoff in NetCDF and annual routed discharge shapefiles for >64,000 African river segments) and deposited it in a USGS ScienceBase data release with a resolvable DOI, openly available for download, satisfying all three open-data criteria even though a separate finer-grained monthly discharge product is noted as available only upon request."
39521807,,mineru_md,false_negative,open,figshare,https://doi.org/10.6084/m9.figshare.26880076,"We provide the CeTI-Locomotion dataset34 on the figshare data exchange platform (https://figshare.com/). ... Hanisch, S., Pogrzeba, L., Muschter, E., Li, S.-C. & Strufe, T. A kinematic dataset of gait and sit-to-stand movements of young adults. Figshare https://doi.org/10.6084/m9.figshare.26880076 (2024).","The authors deposited newly generated kinematic motion-capture data (50 participants) on Figshare with a specific DOI, openly accessible under CC-BY, satisfying all three open-data criteria; the detector missed it likely because the accession/DOI is given via a numbered reference rather than a labeled ""Data Availability"" statement."
39532896,,mineru_md,false_negative,open,National Science & Technology Infrastructure of China - ScienceDB (Science Data Bank),https://doi.org/10.57760/sciencedb.1390133,The 30-m winter wheat mapping dataset from 2001 to 2020 is available at https://doi.org/10.57760/sciencedb.1390133. The dataset is provided in GeoTIFF format.,"The authors deposited their newly generated 30-m winter wheat mapping dataset (2001-2020) in the ScienceDB repository with a resolvable DOI, described in a dedicated ""Data Records"" section as openly available in GeoTIFF format, satisfying all three open-data criteria, so this is a detector false negative."
39532912,"unknown/misspecified source, re-use",mineru_md,non_open_data,upon_request_or_restricted,"BESST dataset repository (Brno University of Technology / speech.fit.vutbr.cz), DOI https://doi.org/10.13164/data.ft.besst",https://doi.org/10.13164/data.ft.besst,The BESST dataset can be used for research and development by academic and commercial entities. Te license agreement must be signed before the download link is provided.,"Although a DOI is provided for the newly generated multimodal dataset, access is explicitly gated behind signing a license agreement, so the data are not openly accessible per the detector's definition."
39532918,"re-use, github",mineru_md,false_negative,open,"EBRAINS Knowledge Graph (EBRAINS research infrastructure, https://search.kg.ebrains.eu)",https://doi.org/10.25493/GDYP-B1B; https://doi.org/10.25493/HWJY-RDV; https://doi.org/10.25493/11HT-S4B; https://doi.org/10.25493/W8MG-X2R; https://doi.org/10.25493/9TMN-64U; https://doi.org/10.25493/TH1N-V8P; https://doi.org/10.25493/ZSZ9-3NN,Te point-coordinate fles generated and accompanying metadata... were shared under a CC BY 4.0 license... Te point data sets generated and presented in context of this report are shared via the EBRAINS research infrastructure (https://search.kg.ebrains.eu) as 3 mouse brain data sets47–49 and 4 rat brain data sets50–53. Table 1 provides an overview of the shared data fles with DataCite DOIs,"The authors generated new point-cloud tracing datasets (3 mouse + 4 rat) and deposited them in the EBRAINS repository with individual DataCite DOIs under an open CC BY 4.0 license, satisfying deposit, accession/DOI, and open access criteria, so the detector's negative call is a false negative."
39532938,,mineru_md,false_negative,open,OpenTopography repository,https://doi.org/10.5069/G9S75DJH (14 July 2024 DSM); https://doi.org/10.5069/G95D8Q27 (24 May 2024 pre-event DSM); https://doi.org/10.5069/G9WW7FWN (04 July 2024 DSM),"""Te data record consists of a high-resolution (0.2 m/pixel) photogrammetric Digital Surface Model processed from survey campaign photographs using Agisoft Metashape Pro. ... Te dataset is stored in GeoTIFF fle format in the OpenTopography repository17 and is shared under the CC BY 4.0 use licence. Along with the GeoTIFF DSM, a point cloud in the .laz fle format is available within the same repository.""","The authors deposited their newly acquired UAS-derived DSM and point cloud data (from their own July 2024 and May 2024 surveys) in the OpenTopography repository with resolvable DOIs, openly licensed under CC BY 4.0, meeting all three open-data criteria that the detector missed."
39543106,unknown/misspecified source,mineru_md,false_negative,open,Zenodo,https://doi.org/10.5281/zenodo.10963932,"Te complete CDMet is stored in the ZENODO repository49. ... 49. Zhang, J. & Peng, S. CDMet: 4 km daily gridded meteorological dataset for China from 2000 to 2020. Zenodo https://doi.org/10.5281/zenodo.10963932 (2024).","The authors deposited their newly generated 4km gridded meteorological dataset (CDMet) in Zenodo with a resolvable DOI, satisfying all three open-data criteria, so this is a detector miss."
39543183,,mineru_md,false_negative,open,Science Data Bank (ScienceDB),https://doi.org/10.57760/sciencedb.08258,The dataset file format is CSV and has been uploaded to the Science Data Bank59. Our dataset consists of monthly XCO2 values processed at a spatial resolution of 0.05°... [ref 59: ...Full-coverage estimation of CO2 concentrations in China via multisource satellite data and Deep Forest model https://doi.org/10.57760/sciencedb.08258 (2024).],"The authors deposited their newly generated full-coverage monthly XCO2 dataset (2015-2022, China) in the Science Data Bank repository with a resolvable DOI, meeting all three open-data criteria, so the detector's negative call is a false negative."
39557852,unknown/misspecified source,mineru_md,false_negative,open,NASA Goddard Ocean Biology Distributed Active Archive Center (OB.DAAC) / NASA Earthdata,https://doi.org/10.5067/SEAHAWK-1/HawkEye/L1A/DATA/1 (L1) and https://doi.org/10.5067/SEAHAWK-1/HawkEye/L2/OC/2022.0 (L2),"""Te full dataset is available at NASA Goddard's Ocean Biology Distributed Active Archive Center (OB.DAAC) and NASA's Earthdata browser... with access to L1 data/metadata at https://doi.org/10.5067/SEAHAWK-1/HawkEye/L1A/DATA/1, and L2 data/metadata at https://doi.org/10.5067/SEAHAWK-1/HawkEye/L2/OC/2022.0... All data are archived with NASA's OB.DAAC and remain freely available.""","The authors deposited their newly generated satellite imagery/derived data products (7,471 HawkEye images, L1 and L2 NetCDF files) in NASA's OB.DAAC repository with persistent DOIs and describe them as freely/openly available, meeting all three open-data criteria, so the detector's negative call is a false negative."
39557872,"supplement, upon request",mineru_md,false_negative,open,figshare,https://doi.org/10.6084/m9.figshare.26722840.v1,"Data are reported here and accessible in21. ... Kuznietsov, P. Natural water pollution by heavy metals. figshare https://doi.org/10.6084/m9.figshare.26722840.v1 (2024).","The authors deposited their newly generated heavy-metal concentration and pollution-index data (raw concentrations, indices, statistical report files) in figshare with a resolvable DOI that is openly accessible, satisfying all three open-data criteria, so the detector's negative call is a false negative."
39567508,,mineru_md,false_negative,open,The Cancer Imaging Archive (TCIA),https://doi.org/10.7937/k9/tcia.2015.u1x8a5nr,"Zhao, B., Schwartz, L. H., Kris, M. G. & Riely, G. J. Cofee-break lung CT collection with scan images reconstructed at multiple imaging parameters (Version 3) [Dataset]. Te Cancer Imaging Archive. https://doi.org/10.7937/k9/tcia.2015.u1x8a5nr (2024).","The authors deposited newly generated, de-identified repeat CT scan images (and radiologist lesion annotations) from 32 NSCLC patients they recruited and scanned themselves into The Cancer Imaging Archive with a citable DOI, and state the full M-setting Repeat Lung CT collection has been stored in TCIA since June 2024 as an openly downloadable public dataset."
39567545,"supplement, re-use",mineru_md,false_negative,open,Zenodo,https://doi.org/10.5281/zenodo.13377060,"""The data are at Zenodo research repository77. The entire set of data records is stored in a machine-independent Network Common Data Form (NetCDF) and Comma-separated values (CSV) format."" (ref 77: ""Olyaei, M., Ebtehaj, A. & Ellis, C. R. A hyperspectral reflectance database of plastic debris for river ecosystems https://doi.org/10.5281/zenodo.13377060 (2024)."")","The authors deposited their newly generated hyperspectral reflectance dataset (2078 measurements) in Zenodo with a resolvable DOI, and describe it as an open-access database, satisfying deposit + accession + open access criteria, so the detector's negative call is a false negative."
39572561,"supplement, upon request, unknown/misspecified source",mineru_md,false_negative,open,ScienceBase Data Release (USGS),https://doi.org/10.5066/P1496VHX,Te UCOL diversions database is published as a ScienceBase Data Release11 and has been assigned a unique digital object identifer (DOI) (https://doi.org/10.5066/P1496VHX).,"The authors compiled/generated a novel dataset (1,358 diversion structures with daily time series 1980-2022) and deposited it in ScienceBase with a DOI, freely and openly accessible, satisfying all three open-data criteria."
39572577,github,mineru_md,false_negative,open,"OpenNeuro (dataset ds005170, ""Chisco"")",https://doi.org/10.18112/openneuro.ds005170.v1.0.1,"All data files, including the raw recordings, can be accessed at the OpenNeuro repository and conform to BIDS standards. All files are contained in a main folder called ""Chisco"". Public data is distributed under the CC0 License.","The authors deposited newly collected EEG recordings from three subjects in the OpenNeuro repository with a resolvable DOI and an open CC0 license, meeting all three open-data criteria, so the detector's negative call was a miss."
39580471,supplement,mineru_md,false_negative,open,DTU Data (Technical University of Denmark institutional repository),https://doi.org/10.11583/DTU.25562364 (processed data); https://doi.org/10.11583/DTU.26325274 (raw data),"Te data can be downloaded at Rieger et al. 40 and the raw data can be downloaded at Rieger et al. 41. ... Rieger, L., Zelič, K., Mele, I., Katrašnik, T. & Bhowmik, A. Phase Field Data https://doi.org/10.11583/DTU.25562364 (2024). ... Phase Field Raw Data https://doi.org/10.11583/DTU.26325274 (2024).","This is a data-descriptor article whose entire purpose is to present a newly generated benchmark dataset (1100 phase-field simulation trajectories), deposited with resolvable DOIs in DTU's institutional data repository (both processed and raw versions), under a CC-BY license with no access restriction mentioned, so it meets all three open-data criteria and the detector's negative call is a miss."
39580497,unknown/misspecified source,mineru_md,false_negative,upon_request_or_restricted,AMP PD Knowledge Platform (Terra); also CELLxGENE data portal (collection d5d0df8f-4eee-49d8-a221-a288f50a1590),https://cellxgene.cziscience.com/collections/d5d0df8f-4eee-49d8-a221-a288f50a1590 ; https://doi.org/10.5281/ZENODO.13830696 ; https://app.terra.bio/#workspaces/amp-pd-public/AMP-PD-In-Terra,"""All data described herein are available for use by the research community and have been deposited in the AMP PD Knowledge Platform43 (https://app.terra.bio/#workspaces/amp-pd-public/AMP-PD-In-Terra...). Access to this data is governed by a Data Use Agreement... Single-cell data can be further inspected at CELLxGENE (RRID:SCR_021059) portal (https://cellxgene.cziscience.com/collections/d5d0df8f-4eee-49d8-a221-a288f50a1590).""","The bulk raw dataset (FASTQ/CRAM/gVCF) is deposited on AMP-PD but gated behind registration and a Data Use Agreement, which alone would correctly score non-open; however, the authors also independently deposited the newly generated single-nucleus expression data on CELLxGENE, a recognized open single-cell data repository, at a specific persistent collection URL that is freely browsable/downloadable without a DUA, satisfying all three open-data criteria for at least part of the newly generated da"
39587111,"supplement, unknown/misspecified source, upon request",mineru_md,false_negative,open,Finnish Fairdata service (Etsin/IDA),https://doi.org/10.23729/cf81f7f3-faaa-4729-aa1c-aa4dd38951aa,"""The full single tree time series dataset with 1,25 Terabytes (TB) of point cloud data in laz format is publicly available at the Finnish Fairdata service44."" (ref 44: ""Campos, M. et al. Liphestream - a 18-month spatiotemporal point cloud time series of boreal trees from hyytiälä, finland. Fairdata https://doi.org/10.23729/cf81f7f3-faaa-4729-aa1c-aa4dd38951aa (2024)."")","The authors deposited their newly generated 18-month LiDAR point cloud dataset (individual tree time series, full scene point clouds, DTM, ALS data) in the Finnish Fairdata repository with a DOI, and explicitly describe it as publicly available via a web interface, so it meets all three open-data criteria and the detector's negative call is a false negative."
39587125,,mineru_md,false_negative,open,iProX partner repository (ProteomeXchange),PXD048439,"All mass spectrometry data were uploaded to the iProX partner repository with the dataset identifier PXD048439. This dataset includes raw data from proteome, acetylproteome, phosphoproteome, and interactome.","The authors deposited their newly generated multi-omics MS data in the public iProX/ProteomeXchange repository under accession PXD048439 with an open, resolvable link, meeting all three open-data criteria."
39587138,,mineru_md,false_negative,open,Zenodo,https://doi.org/10.5281/zenodo.13999603,The LPL30 is stored in a data repository on Zenodo (https://doi.org/10.5281/zenodo.13999603). The final dataset contains 32.9 GB of data.,"The authors deposited their newly generated 30 m landform classification dataset (LPL30) for the Loess Plateau in Zenodo with a resolvable DOI, and describe it as openly accessible with no access restrictions mentioned, so this is a genuine open data deposit that the detector missed."
